n_steps_real,n_steps_expected,time
14,30.116704312110457,104.063079
13,30.116704312110457,0.0007788000000061857
49,30.116704312110457,0.003170500000010179
43,30.116704312110457,0.0030943999999948346
32,30.116704312110457,0.00200990000000445
92,30.116704312110457,0.006844800000010309
17,30.116704312110457,0.001192299999999591
14,30.116704312110457,0.001024599999993825
33,30.116704312110457,0.0021370999999987816
61,30.116704312110457,0.003939199999990706
38,30.116704312110457,0.002374200000005544
59,30.116704312110457,0.0039301000000051545
20,30.116704312110457,0.0014714999999938527
114,30.116704312110457,0.007160099999993008
21,30.116704312110457,0.001292599999999311
8,30.116704312110457,0.0004749999999944521
65,30.116704312110457,0.0043122000000010985
22,30.116704312110457,0.001398499999993419
18,30.116704312110457,0.0012662999999975
30,30.116704312110457,0.002114300000002345
24,30.116704312110457,0.0014091999999976679
19,30.116704312110457,0.001160199999986844
11,30.116704312110457,0.0007858000000027232
29,30.116704312110457,0.0017285999999927526
37,30.116704312110457,0.0024199000000066917
9,30.116704312110457,0.000534999999999286
18,30.116704312110457,0.0011381000000056929
29,30.116704312110457,0.0019151999999991176
17,30.116704312110457,0.0010307000000011612
17,30.116704312110457,0.0010201000000051863
98,30.116704312110457,0.006084700000002385
40,30.116704312110457,0.002285400000005211
20,30.116704312110457,0.001303999999990424
25,30.116704312110457,0.0015809000000075457
13,30.116704312110457,0.0008363999999971838
17,30.116704312110457,0.0012068000000056145
18,30.116704312110457,0.0010833999999988464
16,30.116704312110457,0.0009818999999993139
52,30.116704312110457,0.003299600000005398
26,30.116704312110457,0.0016954999999967413
18,30.116704312110457,0.0011148999999903708
26,30.116704312110457,0.0016430999999954565
35,30.116704312110457,0.002203300000005015
47,30.116704312110457,0.0029431000000101903
31,30.116704312110457,0.002580199999997035
17,30.116704312110457,0.001516100000003462
32,30.116704312110457,0.002962499999995316
26,30.116704312110457,0.002043000000000461
14,30.116704312110457,0.0009884000000113247
19,30.116704312110457,0.0013160999999968226
15,30.116704312110457,0.001064999999996985
34,30.116704312110457,0.00236929999999802
14,30.116704312110457,0.0008700000000061436
18,30.116704312110457,0.001318799999992848
11,30.116704312110457,0.0008604000000076439
14,30.116704312110457,0.001073300000001609
111,30.116704312110457,0.007852200000002085
15,30.116704312110457,0.0011257000000028938
22,30.116704312110457,0.00173049999999364
37,30.116704312110457,0.0026948000000004413
15,30.116704312110457,0.0013507999999973208
35,30.116704312110457,0.002867899999998258
23,30.116704312110457,0.001895000000004643
10,30.116704312110457,0.0008571999999986701
26,30.116704312110457,0.0025042999999982385
31,30.116704312110457,0.0022840000000030614
96,30.116704312110457,0.006718899999995642
38,30.116704312110457,0.002502300000003288
15,30.116704312110457,0.0010111999999935506
10,30.116704312110457,0.0009663000000017519
24,30.116704312110457,0.0021023999999982834
11,30.116704312110457,0.0008361999999948466
17,30.116704312110457,0.0012650999999976875
8,30.116704312110457,0.0007430999999940013
43,30.116704312110457,0.0032949999999942747
23,30.116704312110457,0.0015591000000085842
39,30.116704312110457,0.0027967999999987114
27,30.116704312110457,0.0018105000000048221
75,30.116704312110457,0.005774800000011737
33,30.116704312110457,0.0025076999999953387
20,30.116704312110457,0.001345300000011207
22,30.116704312110457,0.0014946000000009008
23,30.116704312110457,0.001438100000001441
52,30.116704312110457,0.0036573000000004185
38,30.116704312110457,0.0026067999999952463
46,30.116704312110457,0.0031650000000098544
38,30.116704312110457,0.0028322999999943477
32,30.116704312110457,0.002239299999999389
26,30.116704312110457,0.0016901000000046906
14,30.116704312110457,0.0008640000000070813
23,30.116704312110457,0.0015573999999958232
15,30.116704312110457,0.000993499999992764
61,30.116704312110457,0.004134600000000432
21,30.116704312110457,0.0015973000000002457
22,30.116704312110457,0.0018359999999972842
34,30.116704312110457,0.002684100000010403
24,30.116704312110457,0.001699399999992579
17,30.116704312110457,0.0011575999999990927
14,30.116704312110457,0.000995899999992389
39,30.116704312110457,0.002819600000009359
