n_steps_real,n_steps_expected,time
26,30.116704312110457,103.9206832
15,30.116704312110457,0.0008024999999918236
37,30.116704312110457,0.0019125000000030923
18,30.116704312110457,0.0009252999999915801
21,30.116704312110457,0.0010680999999976848
44,30.116704312110457,0.0022625000000005002
27,30.116704312110457,0.0016940999999945916
24,30.116704312110457,0.001739700000001676
47,30.116704312110457,0.00544039999999768
20,30.116704312110457,0.00106089999999881
50,30.116704312110457,0.002707000000000903
38,30.116704312110457,0.001954900000001203
21,30.116704312110457,0.0010680999999976848
25,30.116704312110457,0.0015099999999961256
15,30.116704312110457,0.0008217999999970971
26,30.116704312110457,0.001437199999998029
28,30.116704312110457,0.0016132999999882713
15,30.116704312110457,0.0008665000000007694
42,30.116704312110457,0.0025045000000005757
14,30.116704312110457,0.0007892999999938866
28,30.116704312110457,0.001590799999988235
22,30.116704312110457,0.001213800000002152
11,30.116704312110457,0.0006065999999975702
41,30.116704312110457,0.0026021999999983336
24,30.116704312110457,0.0018795000000011441
25,30.116704312110457,0.0013375999999993837
45,30.116704312110457,0.002382199999999557
42,30.116704312110457,0.0024310999999954674
24,30.116704312110457,0.0013981999999970185
27,30.116704312110457,0.001553999999998723
24,30.116704312110457,0.0015257000000019616
27,30.116704312110457,0.0015216000000037866
15,30.116704312110457,0.0008296000000029835
30,30.116704312110457,0.0016617999999937183
17,30.116704312110457,0.0014651000000043268
45,30.116704312110457,0.004488299999991341
51,30.116704312110457,0.0026372999999892954
41,30.116704312110457,0.0021296999999975696
11,30.116704312110457,0.0005653000000052089
20,30.116704312110457,0.0010127999999980375
27,30.116704312110457,0.0013778000000002066
27,30.116704312110457,0.0018950999999987062
69,30.116704312110457,0.0045571999999936
44,30.116704312110457,0.003929900000002817
20,30.116704312110457,0.001568900000009421
21,30.116704312110457,0.0013253000000048587
18,30.116704312110457,0.0016104000000041196
41,30.116704312110457,0.00317789999999718
21,30.116704312110457,0.0011025000000017826
37,30.116704312110457,0.001972199999997315
16,30.116704312110457,0.0009486000000009653
37,30.116704312110457,0.0018869000000023561
30,30.116704312110457,0.0015907000000083826
29,30.116704312110457,0.0017019999999945412
68,30.116704312110457,0.003932300000002442
15,30.116704312110457,0.0008515999999900714
40,30.116704312110457,0.0026396999999889204
42,30.116704312110457,0.002329700000004209
36,30.116704312110457,0.003956099999996354
60,30.116704312110457,0.007394200000007345
37,30.116704312110457,0.003811400000003573
25,30.116704312110457,0.0018378999999981716
29,30.116704312110457,0.0016175000000089312
19,30.116704312110457,0.0010549999999938109
27,30.116704312110457,0.0014950999999996384
21,30.116704312110457,0.0011425999999943315
19,30.116704312110457,0.0011094999999983202
28,30.116704312110457,0.001693599999995854
27,30.116704312110457,0.0015056999999956133
15,30.116704312110457,0.0009411999999997533
23,30.116704312110457,0.0013185000000106584
24,30.116704312110457,0.001401999999998793
26,30.116704312110457,0.0015250000000008868
45,30.116704312110457,0.0029339999999962174
20,30.116704312110457,0.0013193999999998596
25,30.116704312110457,0.0013778000000002066
38,30.116704312110457,0.002038900000002286
24,30.116704312110457,0.0013906000000076801
69,30.116704312110457,0.004449499999992668
41,30.116704312110457,0.002359200000000783
20,30.116704312110457,0.001154600000006667
61,30.116704312110457,0.004901100000012093
12,30.116704312110457,0.0008083999999968228
53,30.116704312110457,0.003037200000008511
20,30.116704312110457,0.0011084000000067817
14,30.116704312110457,0.002672300000000405
39,30.116704312110457,0.005116599999993809
20,30.116704312110457,0.002169299999991381
42,30.116704312110457,0.004545100000001412
14,30.116704312110457,0.0023686999999910086
33,30.116704312110457,0.004018999999999551
15,30.116704312110457,0.0010879000000016958
19,30.116704312110457,0.0010417999999958738
54,30.116704312110457,0.004121599999990622
39,30.116704312110457,0.00436960000000397
12,30.116704312110457,0.0007353999999963889
32,30.116704312110457,0.002575299999989511
23,30.116704312110457,0.0021906000000058157
69,30.116704312110457,0.004381499999993821
23,30.116704312110457,0.0015069000000096366
44,30.116704312110457,0.0023960000000045056
39,30.116704312110457,0.0027000000000043656
30,30.116704312110457,0.0021178999999875714
15,30.116704312110457,0.0009181000000069162
16,30.116704312110457,0.0009530000000097516
21,30.116704312110457,0.0012735000000105856
31,30.116704312110457,0.0018640999999917085
26,30.116704312110457,0.0014912999999978638
25,30.116704312110457,0.001340299999995409
14,30.116704312110457,0.0007483999999919888
79,30.116704312110457,0.004962500000004866
19,30.116704312110457,0.0010461000000105969
